code,disease,primary
G51,ganglion istud geniculata ad inflammationem,0
M81,history idiopathic osteogenesis imperfecta,0
H35,exudative retinopathy inordinatio,0
Q13,desolatus aliorum congenita sclerocornea,0
G11,xxxvii occrebellaris ataxia sca37,0
G11,xxxv occrebellaris ataxia sca35,0
G11,xxxviii occrebellaris ataxia sca38,0
G11,occrebellaris ataxia xl sca40,0
G11,occrebellaris ataxia x sca10,0
G11,xv occrebellaris ataxia sca15,0
G11,xii occrebellaris ataxia sca12,0
G11,xiv occrebellaris ataxia sca14,0
G11,xvii occrebellaris ataxia sca17,0
G11,xxiii occrebellaris ataxia sca23,0
G11,xxviii occrebellaris ataxia sca28,0
E78,smith lemli opitz hominis slos,0
Q87,smith lemli opitz hominis slos,0
B48,cutaneous lobomycosis inordinatio,0
N50,generatiua human male,0
G24,glut1 defectus syndrome type ii,0
G47,prima alveolaris hypoventilation,0
M30,angiitis allergic granulomatosae,0
M30,angiitis granulomatosae allergic,0
M30,granulomatosae angiitis allergic,0
E03,hypoplasia thyreoideae inordinatio,0
I42,iii sinistram ventricular noncompaction,0
I42,cardiomyopathy dilatetur typus 1d,0
G11,boucherii neuhauser hominis bnhs,0
E75,viii neuronal ceroid lipofuscinosis,0
E72,deinobacter defectus translocase,0
I42,cardiomyopathy dilatetur typus 1m,0
I42,cardiomyopathy dilatetur 1s genus,0
I42,sinistram ventriculorum v noncompaction,0
I42,cardiomyopathy dilatetur typus 1o,0
I42,cardiomyopathy dilatetur genus 1t,0
I42,cardiomyopathy dilatetur genus 1y,0
I42,cardiomyopathy dilatetur typus 1u,0
I42,cardiomyopathy dilatetur typus 1r,0
I42,iv sinistram ventricular noncompaction,0
I42,cardiomyopathy dilatetur genus 3b,0
H90,autosomal recessive surditas ci,0
H90,autosomal recessive surditas cii,0
H90,autosomal recessive surditas ciii,0
D64,kessinger publishing medullarum pancreate syndrome,0
M22,familia chondromalacia patellae,0
H90,autosomal recessive civ surditas,0
H90,cv autosomal recessive surditas,0
H90,surditas xiv autosomal recessive,0
H90,surditas xv autosomal recessive,0
H90,et surditas autosomal lxxii recessive,0
H90,et surditas autosomal recessive xcv,0
H90,surditas xii autosomal recessive,0
H90,surditas autosomal recessive xiii,0
H90,autosomal recessive surditas 18a,0
H90,autosomal recessive 18b surditas,0
H90,surditas reciprocus xvii autosomal,0
H90,surditas reciprocus xx autosomal,0
H90,surditas autosomal recessive 1b,0
H90,surditas reciprocus xxii autosomal,0
C91,b cell longos lymphatici leukemia,0
H35,cystoid macula hydropicus inordinatio,0
C64,carcinoma chromophobe renalis,0
G11,xxix occrebellaris ataxia sca29,0
Q71,musculus adult pallister syndrome,0
C75,glandulae parathyroideae adenocarcinoma,0
C02,linguae malignum,0
C02,n lingua malignum,0
C01,linguae malignum,0
C01,n lingua malignum,0
H90,surditas lxxxv autosomal recessive,0
H90,surditas autosomal recessive lxxxvi,0
H90,surditas autosomal recessive xci,0
H90,surditas autosomal recessive lxxxix,0
H90,et surditas autosomal recessive xcvii,0
H90,surditas autosomal recessive xcviii,0
H90,surditas autosomal recessive xciii,0
H90,surditas autosomal recessive xcvi,0
H90,surditas lxv autosomal recessive,0
H90,surditas autosomal recessive lxviii,0
H90,et surditas autosomal xi recessive,0
H90,surditas autosomal recessive lxvi,0
H90,surditas autosomal recessive lxxiv,0
H90,surditas reciprocus lxx autosomal,0
H90,surditas autosomal recessive lxxi,0
H90,et surditas autosomal x recessive,0
H90,surditas reciprocus lxxxiii autosomal,0
H90,surditas autosomal recessive lxxvii,0
H90,surditas reciprocus lxxix autosomal,0
H90,autosomal recessive surditas 84a,0
H90,et surditas lxxxiv autosomal recessive,0
H90,autosomal recessive 84b surditas,0
H90,surditas reciprocus xxiii autosomal,0
H90,surditas xxiv autosomal recessive,0
H90,surditas reciprocus xxvii autosomal,0
H90,surditas reciprocus xxv autosomal,0
H90,surditas xxvi autosomal recessive,0
H90,surditas reciprocus xxix autosomal,0
H90,surditas reciprocus xxviii autosomal,0
H90,surditas autosomal recessive xxxiii,0
H90,surditas xxx autosomal recessive,0
H90,surditas xxxi autosomal recessive,0
H90,surditas reciprocus xxxvii autosomal,0
H90,surditas autosomal recessive xxxv,0
H90,surditas xxxix autosomal recessive,0
Q87,cardio facialis cutaneus syndrome,0
Q04,iv cerebelloparenchymal inordinatio,0
Q87,loculo lowry syndrome inordinatio,0
G47,somnus enim apnea syndrome obstructivus,0
K06,quod haereditarium gingival fibromatosis,0
H50,brown scriptor tendo vagina sua syndrome,0
G83,squard syndrome brown inordinatio,0
G61,longis relapsing polyneuropathy,0
H66,suppurative otitis media longos,0
G71,schwartz jampel alveolaris type i,0
G60,hereditarium periphericis neuropathia,0
I42,vi sinistram ventricular noncompaction,0
I42,cardiomyopathy dilatetur typus 1i,0
I42,cardiomyopathy dilatetur typus 1g,0
I42,cardiomyopathy dilatetur genus 1l,0
I42,cardiomyopathy dilatetur genus 1e,0
I42,cardiomyopathy dilatetur genus 1z,0
I42,cardiomyopathy dilatetur genus 1p,0
I42,cardiomyopathy familiaris dilated,0
I42,cardiomyopathy dilatetur typus 1x,0
I42,cardiomyopathy dilatetur genus 2b,0
E83,magnesium separatim renum tabe peredit,0
H90,surditas xl autosomal recessive,0
H90,surditas autosomal recessive xlii,0
H90,surditas xlvi autosomal recessive,0
H90,surditas autosomal recessive xlvii,0
H90,surditas reciprocus li autosomal,0
H90,surditas reciprocus xlviii autosomal,0
H90,surditas autosomal recessive lix,0
H90,surditas lv autosomal recessive,0
H90,surditas autosomal recessive lxiii,0
H90,surditas lxi autosomal recessive,0
H90,surditas autosomal recessive lxii,0
C55,malignum in utero,0
H30,vogtв ђ koyanagiв ђ morbus allium,0
E71,methylmalonic aciduria cb1b genus,0
E71,methylmalonic aciduria cb1a genus,0
E71,methylmalonic aciduria cbla genus,0
G24,sepiapterin vulgare defectum,0
E83,hypomagnesemia intestinorum type i,0
C63,malignum epididymis,0
G54,amyotrophy ex hereditario neuralgic,0
H16,cornea mycotic ulceris inordinatio,0
G71,musculi rigidum spina dystrophy i,0
Q87,wisniewski syndrome brown fontes aquarum,0
D51,o sacrum internus vitium ifd,0
N89,leukorrhea inventum ambigua,0
Q87,holzgreve wagner rehder domini high definition,0
G12,musculorum spinales atrophia type iv,0
G60,cmt c genus tardus nervi conduction,0
G52,herpesvirus glossopharyngeus,0
E15,hypoglycemic coma nos inordinatio,0
A75,tsutsugamushi morbus inordinatio,0
G40,responsio photoparoxysmal i ppr1,0
Q87,warburg micro syndrome iv warbm4,0
E75,kufs morbus quoque pestifer autosomal dominant,0
E75,gerold lipofuscinosis neuronal i,0
A83,orientis equinae encephalomyelitis,0
A83,western equinae encephalomyelitis,0
H35,senex dictus macular degeneratum infectum,0
H43,verti vitreus inordinatio,0
C67,fundus vesicae cancer vesica,0
A30,indeterminate leprosy inordinatio,0
H16,keratitis macula nos inordinatio,0
C51,neoplasma malignum labium majora,0
L50,familia frigus atypical urticaria,0
C16,malignum prepylorus,0
H47,prima opticus atrophia inordinatio,0
I40,tio fiedler s myocarditis,0
Q87,ego syndrome trichorhinophalangeal,0
E74,glycogen repono morbo type iii,0
H05,facies orbitalis osteomyelitis inordinatio,0
P61,neonati polycythemia inordinatio,0
C32,adnexa neoplasma malignum subglottis,0
H66,purulentis adcommodata otitis media inordinatio,0
Q87,osseus dysplasia brachydactyly,0
Q87,hallermann streiff hominis hss,0
H18,cornea endoepithelial dystrophy,0
G47,phase choleste retardati somno consurgant,0
G60,ataxia type ii nervus apraxia,0
Q70,symphalangism proximum 1a genus,0
G24,lenticularis dystonia inordinatio,0
G24,idiopathica non oeconomicam dystonia,0
G24,non nota idiopathic dystonia,0
C88,abdominalis mare lymphoma,0
Q78,marmor ossa autosomal dominant,0
G11,x tremor fragilis ataxia syndrome,0
G23,neuroaxonal dystrophia infantilis,0
E74,alpha 1 4 defectus glucosidase,0
E74,glycogen repono morbo type ii,0
M31,cum granulomatosis polyangiitis,0
M02,fiessenger leroy reiter syndrome,0
M02,leroy fiessinger philippe vapelle syndrome,0
M02,fiessinger leroy reiter syndrome,0
Q87,ataxia telangiectasia adversus castigatus v2,0
M25,hemarthrosis involving cruris,0
M25,hemarthrosis brachium superius involving,0
B02,herpetic geniculatis posticis circ ganglionitis,0
G24,dysphonia susurratio haereditarium,0
Q87,anophthalmia syndactyly syndrome,0
H18,dystrophy de cornea endothelium,0
H18,aut stabula rupta membrana mittentis sagittam fugit,0
E78,hyperchylomicronemia late conreptio,0
Q07,asini nictu syndrome ambigua,0
C49,gastrointestinal cйlula sarcoma,0
G56,vitium ulnaris inordinatio,0
Q77,dyggve melchior clausen syndrome,0
E23,hipotalбmica infantilism adips,0
D18,cavernosum haemangioma inordinatio,0
E76,beta defectus glucuronidase,0
G40,apud insanos comprimere aphasia inordinatio,0
C44,ulcus cutis in neuroendocrine,0
G57,tibialis posterior neuralgia,0
M91,legg calve perthes morbis lcpd,0
M48,in regionem lumborum spinae stenosis,0
G72,nervi resoluti normokalemic periodica,0
G72,nervorum resolutiones normokalemic periodica,0
G72,oris resolutio periodica normokalemic,0
C18,malignum colonia sinistram,0
H16,keratitis superficialis inordinatio,0
C18,neoplasma malignum sigmoid colonia,0
C18,sigmoid colonia maligna tumore,0
C51,malignum vulvae salubre est nos,0
G51,melkersson scriptor syndrome inordinatio,0
C88,waldenstroem macroglobulinemia scriptor,0
G71,1c naturali muscular dystrophy,0
L21,musculus aliquot infantes simul seborrhoeic,0
E74,phosphorylase defectum hepatis,0
E74,fructose intolerantia ex hereditario,0
Q82,cicero de poikiloderma rothmund,0
Q87,klippel anкmico syndrome weber,0
Q87,acrocephalopolysyndactyly type ii,0
N80,endometriosis interno inordinatio,0
D75,longis idiopathica myelofibrosis,0
D47,longis idiopathica myelofibrosis,0
Q78,multa cartilagine exostosis,0
Q55,persius mullerian derivationes,0
D75,hematopoietic ratio inordinatio,0
C84,fungi fungoides nos inordinatio,0
C10,malignum oropharynx,0
C10,neoplasma malignum oropharyngeal,0
M88,familia baronem pagettum et os morbus est scriptor,0
G72,corpus rarus inclusion myositis,0
Q25,patency ductus arteriosus,0
E75,esterol hydroxylase xxvii defectus,0
H49,kearns sayre syndrome inordinatio,0
E74,xylitol dehydrogenase,0
Q87,angelman velut syndrome x coniunctum,0
Q74,related chst3 osseus dysplasia,0
F95,pueritia benignum tic inordinatio,0
E76,mps iii a syndrome sanfilippo,0
C52,malignum in naturale eius debent,0
G11,xiii occrebellaris ataxia sca13,0
M46,disci intervertebralis inflammatione,0
E75,spongiosa degeneratum cerebri,0
E78,chylomiconemia syndrome rem domesticam nouerant,0
E78,hyperlipemia ipsum familia,0
B66,paragonimus infectio westermani,0
C93,iuvenalibus myelomonocytic leukemia,0
C93,leukemia longos myelomonocytic,0
G63,transthyretin amyloideae neuropathia,0
E85,polyneuropathy amyloideae familiaris,0
E85,transthyretin amyloideae neuropathia,0
F98,repetita motus uniformis,0
G11,ataxia episodic et nystagmus,0
Q87,acrocephalopolysyndactyly type iii,0
D84,defectus syndrome immunologic,0
D84,syndrome defectus immunologic,0
C20,malignum in recto,0
M86,osteomyelitis longos multifocal,0
Q77,ix peroxisome biogenesis inordinatio,0
I67,cva cerebri vascularium casus,0
I60,cva cerebri vascularium casus,0
E76,mps iiid d syndrome sanfilippo,0
E76,mps australia b syndrome sanfilippo,0
C49,atypical teratoid rhabdoid tumore,0
Q93,homo 18q deletionem syndrome,0
E35,friderichsen syndrome waterhouse,0
F84,pueritia morbo disintegrative,0
G12,iuvenalibus musculorum spinales atrophia,0
H34,media arteria pede laqueus,0
J93,tensio sponte pneumothorax,0
P78,eanalis intestii f temporis perinatalis perforetur,0
C72,malignum nervorum cranialium,0
H18,reis bгјcklers cornea dystrophy,0
M12,pigmentatus villonodular synovitis,0
Q77,schimke madicament osseum dysplasia,0
H35,aetate related macular degeneratum,0
C64,cell carcinoma chromophobe renum,0
G11,myoclonic cerebelli dyssynergia,0
Q93,homo deletionem syndrome 18p,0
C53,ceruicis plattenepithelkarzinom,0
G11,xxiii hereditarium spasticus paraplegia,0
E70,oculocutaneous albinism type ii,0
F21,schizotypal personalitatem inordinatio,0
D68,von willebrand acquisita syndrome,0
C73,glandulae diversa efficitur id carcinoma,0
D12,ii familiam adenomatous polyposis,0
D80,igm defectus morbo electionem selectivam,0
C56,ovarian cancer pectus hereditario,0
E83,magnesii metabolismi inordinatio,0
C25,pancreaticum ductal adenocarcinoma,0
Q74,genus quasi larsen syndrome b3gat3,0
E72,ornithine defectus translocase,0
E75,v neuronal ceroid lipofuscinosis,0
G11,x hereditarium spasticus paraplegia,0
G11,xi hereditarium spasticus paraplegia,0
G11,xii hereditarium spasticus paraplegia,0
G11,xiii hereditarium spasticus paraplegia,0
G11,xiv hereditarium spasticus paraplegia,0
G11,xv hereditarium spasticus paraplegia,0
G11,xvii hereditarium spasticus paraplegia,0
G11,xviii hereditarium spasticus paraplegia,0
G11,xxv hereditarium spasticus paraplegia,0
E71,methylmalonic acidemia cblb genus,0
E71,methylmalonic acidemia cbla genus,0
D80,fusobacterium nucleatum defectus morbo electionem selectivam,0
Q87,wisniewski syndrome brown fontes aquarum,0
E75,iv hypomyelinating leukodystrophy,0
E75,iii hypomyelinating leukodystrophy,0
E75,ii hypomyelinating leukodystrophy,0
G37,v hypomyelinating leukodystrophy,0
E75,ix hypomyelinating leukodystrophy,0
E75,vi hypomyelinating leukodystrophy,0
G11,xxvi hereditarium spasticus paraplegia,0
G11,xxvii hereditarium spasticus paraplegia,0
G11,xxviii hereditarium spasticus paraplegia,0
G11,xxix hereditarium spasticus paraplegia,0
G11,xxx hereditarium spasticus paraplegia,0
G11,xxxii hereditarium spasticus paraplegia,0
G11,xxxiv hereditarium spasticus paraplegia,0
G11,xxxvi hereditarium spasticus paraplegia,0
G11,xxxvii hereditarium spasticus paraplegia,0
G11,xxxviii hereditarium spasticus paraplegia,0
G11,xxxix hereditarium spasticus paraplegia,0
Q87,blepharo cheilo odontic syndrome,0
Q87,holzgreve syndrome wagner rehder,0
Q56,glandula naturali defectui,0
G70,v syndrome naturali myasthenic,0
E75,i neuronal ceroid lipofuscinosis,0
E75,vii neuronal ceroid lipofuscinosis,0
E75,viii neuronal ceroid lipofuscinosis,0
G71,musculus naturaliter dystrophy 1b,0
G11,xli hereditarium spasticus paraplegia,0
G11,xlii hereditarium spasticus paraplegia,0
G11,xliv hereditarium spasticus paraplegia,0
G11,xlv hereditarium spasticus paraplegia,0
G11,xlvi hereditarium spasticus paraplegia,0
G11,xlviii hereditarium spasticus paraplegia,0
G11,liii hereditarium spasticus paraplegia,0
G11,lv hereditarium spasticus paraplegia,0
G11,lvi hereditarium spasticus paraplegia,0
G11,lvii hereditarium spasticus paraplegia,0
G11,lxi hereditarium spasticus paraplegia,0
E75,ii neuronal ceroid lipofuscinosis,0
E75,vi neuronal ceroid lipofuscinosis,0
E75,ix neuronal ceroid lipofuscinosis,0
G11,lxii hereditarium spasticus paraplegia,0
G11,lxiii hereditarium spasticus paraplegia,0
G11,lxiv hereditarium spasticus paraplegia,0
G11,lxxiii hereditarium spasticus paraplegia,0
G11,hereditarium spasticus paraplegia lxxv,0
G11,lxxvii hereditarium spasticus paraplegia,0
G11,hereditarium spasticus paraplegia 9a,0
M31,granulomatosis cum polyangiitis,0
Q77,dyggve melchior clausen syndrome,0
D83,vidh communis differentia,0
C57,feminam generatiua cancer organi,0
C51,feminam generatiua cancer organi,0
C88,waldenstrг¶m macroglobulinemia scriptor,0
E78,per familiam gregis mixti hyperlipidemia,0
J84,peripleumonicis ordinandis cryptogenic,0
I77,arcuatum medianum syndrome,0
C93,iuvenalibus myelomonocytic leukemia,0
D84,tuberculosis morbus primaria,0
O99,ostium secundum numerum vnico pede consectetuer inordinatio,0
E31,autoimmune polyendocrine syndrome,0
Q04,orofaciodigital syndrome vi ofd6,0
Q87,faciooculoacousticorenal syndrome,0
B50,plasmodium falciparum parasitemia,0
Q87,orofaciodigital syndrome x ofd10,0
Q92,17p11 microduplication syndrome,0
Q92,17p13 microduplication syndrome,0
Q92,16p13 microduplication syndrome,0
Q87,orofaciodigital syndrome ix ofd9,0
G60,autosomal recessive axonal cmt4c1,0
Q87,kras gene related noonan syndrome,0
Q87,nras gene related noonan syndrome,0
Q87,sos1 gene related noonan syndrome,0
G60,autosomal recessive axonal cmt4c3,0
K00,amelogenesis imperfecta type iia1,0
K00,amelogenesis imperfecta type iia2,0
B55,cutaneous leishmaniasis american,0
G60,autosomal recessive axonal cmt4c2,0
G60,autosomal recessive axonal cmt4c4,0
K00,amelogenesis imperfecta type iia4,0
K00,amelogenesis imperfecta type iia5,0
Q87,orofaciodigital syndrome iv ofd4,0
H35,cone rod dystrophy aipl1 related,0
D56,alpha thalassemia hydrops fetalis,0
A19,tuberculosis miliaris disseminata,0
H16,phlyctenular keratoconjunctivitis,0
E72,dicarboxylic aminoaciduria dcbxa,0
Q87,acrocephalopolysyndactyly type ii,0
E31,autoimmune polyendocrine syndrome,0
D89,polyclonal hypergammaglobulinemia,0
E75,neuronal ceroid lipofuscinosis 4b,0
H16,neurotrophic keratoconjunctivitis,0
I70,arteriosclerotic morbus vascularis insigniverint,0
M30,mucocutaneis lympha nodi syndrome,0
Q80,harlequin genus ichthyosis fetalis,0
C78,pseudomyxoma peritonei inordinatio,0
L20,atopic neurodermatitis inordinatio,0
G31,aicardi goutieres syndrome type i,0
E50,follicularis keratose inordinatio,0
E75,gm2 gangliosidosis b b1 variante,0
K73,acuminatis acutis morbis iecoris necrosi correptos,0
D80,agammaglobulinemia x connexionem xla,0
Q87,aarskog syndrome dup inordinatio,0
H49,sextus nervi inordinatio nos,0
C92,leukaemia promyelocytic acuti cruce salus a,0
F60,psychopathic personalitatem inordinatio,0
E06,infectious thyroiditis inordinatio,0
N19,renum defectum syndrome inordinatio,0
E75,defectus crema trihexosidase,0
I71,haec habuimus ostium ruptis thoracicae,0
Q87,microcephalic primum dwarfism,0
J12,gravibus acuti respiratorii syndrome,0
D12,iuvenalibus tullius polypi domini high definition,0
C49,neoplasma malignum apparet ingenium rhabdoid,0
C49,tumor ex maligno rhabdoid apparet ingenium,0
